# time[S]; data[V]
1.922995899999999898e-07;6.508600000000000496e-02
1.923995899999999973e-07;6.475300000000000500e-02
1.924995900000000049e-07;6.433500000000000330e-02
1.925995900000000124e-07;6.434030000000000304e-02
1.926995899999999934e-07;6.432970000000000355e-02
1.927995899999999745e-07;6.433769999999999767e-02
1.928995899999999820e-07;6.436020000000000629e-02
1.929995899999999895e-07;6.398470000000000546e-02
1.930995899999999970e-07;6.478749999999999787e-02
1.931995900000000045e-07;6.525849999999999707e-02
1.932995900000000120e-07;6.372730000000000061e-02
1.933995899999999931e-07;6.572959999999999914e-02
1.934995900000000006e-07;6.421830000000000593e-02
1.935995899999999816e-07;6.420240000000000669e-02
1.936995899999999891e-07;6.526780000000000082e-02
1.937995899999999966e-07;6.423149999999999693e-02
1.938995900000000042e-07;6.425010000000000443e-02
1.939995900000000117e-07;6.479150000000000187e-02
1.940995899999999927e-07;6.471720000000000250e-02
1.941995900000000002e-07;6.501170000000000559e-02
1.942995899999999813e-07;6.478749999999999787e-02
1.943995899999999888e-07;6.444650000000000378e-02
1.944995899999999963e-07;6.470919999999999450e-02
1.945995900000000038e-07;6.509399999999999908e-02
1.946995900000000113e-07;6.433500000000000330e-02
1.947995899999999924e-07;6.430719999999999492e-02
1.948995899999999999e-07;6.434700000000000142e-02
1.949995899999999809e-07;6.402460000000000095e-02
1.950995899999999884e-07;6.428330000000000155e-02
1.951995899999999959e-07;6.401129999999999320e-02
1.952995900000000035e-07;6.430579999999999630e-02
1.953995900000000110e-07;6.506220000000000059e-02
1.954995899999999920e-07;6.512049999999999783e-02
1.955995899999999995e-07;6.472250000000000225e-02
1.956995899999999806e-07;6.393699999999999384e-02
1.957995899999999881e-07;6.476099999999999912e-02
1.958995899999999956e-07;6.519350000000000145e-02
1.959995900000000031e-07;6.382949999999999735e-02
1.960995900000000106e-07;6.391180000000000472e-02
1.961995899999999917e-07;6.483529999999999849e-02
1.962995899999999992e-07;6.441460000000000241e-02
1.963995899999999802e-07;6.433110000000000217e-02
1.964995899999999877e-07;6.509130000000000471e-02
1.965995899999999952e-07;6.474240000000000550e-02
1.966995900000000028e-07;6.470389999999999475e-02
1.967995900000000103e-07;6.404050000000000020e-02
1.968995899999999913e-07;6.394229999999999359e-02
1.969995899999999988e-07;6.397279999999999633e-02
1.970995899999999799e-07;6.523460000000000369e-02
1.971995899999999874e-07;6.476890000000000425e-02
1.972995899999999949e-07;6.468669999999999976e-02
1.973995900000000024e-07;6.472909999999999775e-02
1.974995900000000099e-07;6.469729999999999925e-02
1.975995899999999910e-07;6.434570000000000567e-02
1.976995899999999985e-07;6.503559999999999897e-02
1.977995899999999795e-07;6.513380000000000558e-02
1.978995899999999870e-07;6.456459999999999977e-02
1.979995899999999945e-07;6.601350000000000273e-02
1.980995900000000021e-07;6.456059999999999577e-02
1.981995900000000096e-07;6.500509999999999622e-02
1.982995899999999906e-07;6.468930000000000513e-02
1.983995899999999981e-07;6.428459999999999730e-02
1.984995899999999792e-07;6.472780000000000200e-02
1.985995899999999867e-07;6.558100000000000041e-02
1.986995899999999942e-07;6.418640000000000456e-02
1.987995900000000017e-07;6.509929999999999883e-02
1.988995900000000092e-07;6.470389999999999475e-02
1.989995899999999903e-07;6.422360000000000568e-02
1.990995899999999978e-07;6.472379999999999800e-02
1.991995899999999788e-07;6.431380000000000430e-02
1.992995899999999863e-07;6.470389999999999475e-02
1.993995899999999938e-07;6.396090000000000109e-02
1.994995900000000014e-07;6.426469999999999405e-02
1.995995900000000089e-07;6.473710000000000575e-02
1.996995899999999899e-07;6.434570000000000567e-02
1.997995899999999974e-07;6.434030000000000304e-02
1.998995899999999785e-07;6.395030000000000159e-02
1.999995899999999860e-07;6.352829999999999588e-02
2.000995899999999935e-07;6.486310000000000686e-02
2.001995900000000010e-07;6.398210000000000008e-02
2.002995900000000085e-07;6.388259999999999772e-02
2.003995899999999896e-07;6.480610000000000537e-02
2.004995899999999971e-07;6.475029999999999675e-02
2.005995899999999781e-07;6.473569999999999325e-02
2.006995899999999856e-07;6.434700000000000142e-02
2.007995899999999931e-07;6.471319999999999850e-02
2.008995900000000007e-07;6.510989999999999833e-02
2.009995900000000082e-07;6.435490000000000654e-02
2.010995899999999892e-07;6.427270000000000205e-02
2.011995899999999967e-07;6.514440000000000508e-02
2.012995899999999778e-07;6.431249999999999467e-02
2.013995899999999853e-07;6.427130000000000343e-02
2.014995899999999928e-07;6.513779999999999570e-02
2.015995900000000003e-07;6.473710000000000575e-02
2.016995900000000078e-07;6.431910000000000405e-02
2.017995899999999889e-07;6.432970000000000355e-02
2.018995899999999964e-07;6.439739999999999354e-02
2.019995899999999774e-07;6.290600000000000358e-02
2.020995899999999849e-07;6.549739999999999729e-02
2.021995899999999924e-07;6.434170000000000167e-02
2.022995900000000000e-07;6.424219999999999930e-02
2.023995900000000075e-07;6.440010000000000179e-02
2.024995899999999885e-07;6.432709999999999817e-02
2.025995899999999960e-07;6.433769999999999767e-02
2.026995899999999771e-07;6.568709999999999827e-02
2.027995899999999846e-07;6.425680000000000280e-02
2.028995899999999921e-07;6.382419999999999760e-02
2.029995899999999996e-07;6.442130000000000078e-02
2.030995900000000071e-07;6.436419999999999642e-02
2.031995899999999882e-07;6.404980000000000395e-02
2.032995899999999957e-07;6.431779999999999442e-02
2.033995899999999767e-07;6.435490000000000654e-02
2.034995899999999842e-07;6.471849999999999825e-02
2.035995899999999918e-07;6.437350000000000017e-02
2.036995899999999993e-07;6.506879999999999609e-02
2.037995900000000068e-07;6.476890000000000425e-02
2.038995899999999878e-07;6.469060000000000088e-02
2.039995899999999953e-07;6.442390000000000616e-02
2.040995899999999764e-07;6.463359999999999939e-02
2.041995899999999839e-07;6.469990000000000463e-02
2.042995899999999914e-07;6.468129999999999713e-02
2.043995899999999989e-07;6.471449999999999425e-02
2.044995900000000064e-07;6.442660000000000053e-02
2.045995899999999875e-07;6.463889999999999914e-02
2.046995899999999950e-07;6.469729999999999925e-02
2.047995899999999760e-07;6.506220000000000059e-02
2.048995899999999835e-07;6.436690000000000467e-02
2.049995899999999911e-07;6.465479999999999838e-02
2.050995899999999986e-07;6.510989999999999833e-02
2.051995900000000061e-07;6.507540000000000546e-02
2.052995900000000136e-07;6.430850000000000455e-02
2.053995899999999946e-07;6.504619999999999846e-02
2.054995899999999757e-07;6.469199999999999950e-02
2.055995899999999832e-07;6.418909999999999894e-02
2.056995899999999907e-07;6.564200000000000590e-02
2.057995899999999982e-07;6.419840000000000269e-02
2.058995900000000057e-07;6.463359999999999939e-02
2.059995900000000132e-07;6.432839999999999392e-02
2.060995899999999943e-07;6.428860000000000130e-02
2.061995899999999753e-07;6.464019999999999488e-02
2.062995899999999828e-07;6.438409999999999966e-02
2.063995899999999904e-07;6.435100000000000542e-02
2.064995899999999979e-07;6.464549999999999463e-02
2.065995900000000054e-07;6.469060000000000088e-02
2.066995900000000129e-07;6.443459999999999466e-02
2.067995899999999939e-07;6.438549999999999829e-02
2.068995899999999750e-07;6.436559999999999504e-02
2.069995899999999825e-07;6.433769999999999767e-02
2.070995899999999900e-07;6.478879999999999362e-02
2.071995899999999975e-07;6.388389999999999347e-02
2.072995900000000050e-07;6.520280000000000520e-02
2.073995900000000125e-07;6.389580000000000259e-02
2.074995899999999936e-07;6.334919999999999440e-02
2.075995899999999746e-07;6.495599999999999985e-02
2.076995899999999821e-07;6.432709999999999817e-02
2.077995899999999897e-07;6.431119999999999892e-02
2.078995899999999972e-07;6.483389999999999986e-02
2.079995900000000047e-07;6.345270000000000077e-02
2.080995900000000122e-07;6.481009999999999549e-02
2.081995899999999932e-07;6.440540000000000154e-02
2.082995899999999743e-07;6.428059999999999330e-02
2.083995899999999818e-07;6.467599999999999738e-02
2.084995899999999893e-07;6.469990000000000463e-02
2.085995899999999968e-07;6.433899999999999342e-02
2.086995900000000043e-07;6.506750000000000034e-02
2.087995899999999854e-07;6.469729999999999925e-02
2.088995899999999929e-07;6.548940000000000317e-02
2.089995900000000004e-07;6.428590000000000693e-02
2.090995899999999814e-07;6.375790000000000624e-02
2.091995899999999890e-07;6.439209999999999379e-02
2.092995899999999965e-07;6.434030000000000304e-02
2.093995900000000040e-07;6.434030000000000304e-02
2.094995899999999850e-07;6.468129999999999713e-02
2.095995899999999925e-07;6.439340000000000341e-02
2.096995900000000001e-07;6.433769999999999767e-02
2.097995899999999811e-07;6.435100000000000542e-02
2.098995899999999886e-07;6.470660000000000300e-02
2.099995899999999961e-07;6.471849999999999825e-02
2.100995900000000036e-07;6.546420000000000017e-02
2.101995899999999847e-07;6.473569999999999325e-02
2.102995899999999922e-07;6.466810000000000613e-02
2.103995899999999997e-07;6.396219999999999684e-02
2.104995899999999807e-07;6.428059999999999330e-02
2.105995899999999883e-07;6.362919999999999687e-02
2.106995899999999958e-07;6.426740000000000230e-02
2.107995900000000033e-07;6.514309999999999545e-02
2.108995899999999843e-07;6.472780000000000200e-02
2.109995899999999918e-07;6.436419999999999642e-02
2.110995899999999994e-07;6.434829999999999717e-02
2.111995899999999804e-07;6.435100000000000542e-02
2.112995899999999879e-07;6.434429999999999317e-02
2.113995899999999954e-07;6.398080000000000434e-02
2.114995900000000029e-07;6.471449999999999425e-02
2.115995900000000104e-07;6.476890000000000425e-02
2.116995899999999915e-07;6.433500000000000330e-02
2.117995899999999990e-07;6.471319999999999850e-02
2.118995899999999800e-07;6.510860000000000258e-02
2.119995899999999876e-07;6.434570000000000567e-02
2.120995899999999951e-07;6.467739999999999601e-02
2.121995900000000026e-07;6.473039999999999350e-02
2.122995900000000101e-07;6.471050000000000413e-02
2.123995899999999911e-07;6.401389999999999858e-02
2.124995899999999987e-07;6.430189999999999517e-02
2.125995899999999797e-07;6.436559999999999504e-02
2.126995899999999872e-07;6.433640000000000192e-02
2.127995899999999947e-07;6.361060000000000325e-02
2.128995900000000022e-07;6.433110000000000217e-02
2.129995900000000097e-07;6.477819999999999412e-02
2.130995899999999908e-07;6.473180000000000600e-02
2.131995899999999983e-07;6.474240000000000550e-02
2.132995899999999793e-07;6.472379999999999800e-02
2.133995899999999869e-07;6.432440000000000380e-02
2.134995899999999944e-07;6.508600000000000496e-02
2.135995900000000019e-07;6.435760000000000092e-02
2.136995900000000094e-07;6.504490000000000272e-02
2.137995899999999904e-07;6.475699999999999512e-02
2.138995899999999980e-07;6.465880000000000238e-02
2.139995899999999790e-07;6.434829999999999717e-02
2.140995899999999865e-07;6.467739999999999601e-02
2.141995899999999940e-07;6.435100000000000542e-02
2.142995900000000015e-07;6.503829999999999334e-02
2.143995900000000091e-07;6.511260000000000658e-02
2.144995899999999901e-07;6.504890000000000672e-02
2.145995899999999976e-07;6.473310000000000175e-02
2.146995899999999786e-07;6.429920000000000080e-02
2.147995899999999862e-07;6.431119999999999892e-02
2.148995899999999937e-07;6.475430000000000075e-02
2.149995900000000012e-07;6.346989999999999577e-02
2.150995900000000087e-07;6.395159999999999734e-02
2.151995899999999897e-07;6.401660000000000683e-02
2.152995899999999973e-07;6.465750000000000663e-02
2.153995899999999783e-07;6.437479999999999591e-02
2.154995899999999858e-07;6.425409999999999455e-02
2.155995899999999933e-07;6.570700000000000152e-02
2.156995900000000008e-07;6.422490000000000143e-02
2.157995900000000084e-07;6.338100000000000678e-02
2.158995899999999894e-07;6.359470000000000400e-02
2.159995899999999969e-07;6.431649999999999867e-02
2.160995899999999780e-07;6.402990000000000070e-02
2.161995899999999855e-07;6.398610000000000408e-02
2.162995899999999930e-07;6.475830000000000475e-02
2.163995900000000005e-07;6.512320000000000608e-02
2.164995900000000080e-07;6.468400000000000538e-02
2.165995899999999890e-07;6.376709999999999323e-02
2.166995899999999966e-07;6.531960000000000544e-02
2.167995899999999776e-07;6.336379999999999790e-02
2.168995899999999851e-07;6.436949999999999616e-02
2.169995899999999926e-07;6.447700000000000653e-02
2.170995900000000001e-07;6.431380000000000430e-02
2.171995900000000077e-07;6.477819999999999412e-02
2.172995899999999887e-07;6.473039999999999350e-02
2.173995899999999962e-07;6.473439999999999750e-02
2.174995900000000037e-07;6.394229999999999359e-02
2.175995899999999848e-07;6.394099999999999784e-02
2.176995899999999923e-07;6.432839999999999392e-02
2.177995899999999998e-07;6.473180000000000600e-02
2.178995900000000073e-07;6.436160000000000492e-02
2.179995899999999883e-07;6.522400000000000420e-02
2.180995899999999959e-07;6.470259999999999900e-02
2.181995900000000034e-07;6.279189999999999772e-02
2.182995899999999844e-07;6.500240000000000185e-02
2.183995899999999919e-07;6.482200000000000462e-02
2.184995899999999994e-07;6.513249999999999595e-02
2.185995900000000070e-07;6.444379999999999553e-02
2.186995899999999880e-07;6.465609999999999413e-02
2.187995899999999955e-07;6.473710000000000575e-02
2.188995900000000030e-07;6.468669999999999976e-02
2.189995899999999841e-07;6.434299999999999742e-02
2.190995899999999916e-07;6.504490000000000272e-02
2.191995899999999991e-07;6.475300000000000500e-02
2.192995900000000066e-07;6.393959999999999921e-02
2.193995899999999876e-07;6.431649999999999867e-02
2.194995899999999952e-07;6.434700000000000142e-02
2.195995900000000027e-07;6.469329999999999525e-02
2.196995899999999837e-07;6.437089999999999479e-02
2.197995899999999912e-07;6.469460000000000488e-02
2.198995899999999987e-07;6.512320000000000608e-02
2.199995900000000063e-07;6.434299999999999742e-02
2.200995899999999873e-07;6.392899999999999971e-02
2.201995899999999948e-07;6.471050000000000413e-02
2.202995900000000023e-07;6.476890000000000425e-02
2.203995899999999834e-07;6.470520000000000438e-02
2.204995899999999909e-07;6.472909999999999775e-02
2.205995899999999984e-07;6.432709999999999817e-02
2.206995900000000059e-07;6.468669999999999976e-02
2.207995899999999869e-07;6.499580000000000635e-02
2.208995899999999945e-07;6.540050000000000030e-02
2.209995900000000020e-07;6.508070000000000521e-02
2.210995899999999830e-07;6.421029999999999793e-02
2.211995899999999905e-07;6.506610000000000171e-02
2.212995899999999980e-07;6.508600000000000496e-02
2.213995900000000056e-07;6.460040000000000227e-02
2.214995899999999866e-07;6.512049999999999783e-02
2.215995899999999941e-07;6.382150000000000323e-02
2.216995900000000016e-07;6.427529999999999355e-02
2.217995899999999827e-07;6.396090000000000109e-02
2.218995899999999902e-07;6.391310000000000047e-02
2.219995899999999977e-07;6.429390000000000105e-02
2.220995900000000052e-07;6.433110000000000217e-02
2.221995899999999863e-07;6.434299999999999742e-02
2.222995899999999938e-07;6.522400000000000420e-02
2.223995900000000013e-07;6.387990000000000335e-02
2.224995899999999823e-07;6.431119999999999892e-02
2.225995899999999898e-07;6.440269999999999329e-02
2.226995899999999973e-07;6.467340000000000588e-02
2.227995900000000049e-07;6.472909999999999775e-02
2.228995899999999859e-07;6.501310000000000422e-02
2.229995899999999934e-07;6.478219999999999812e-02
2.230995900000000009e-07;6.440800000000000691e-02
2.231995899999999820e-07;6.437350000000000017e-02
2.232995899999999895e-07;6.434570000000000567e-02
2.233995899999999970e-07;6.470389999999999475e-02
2.234995900000000045e-07;6.512579999999999758e-02
2.235995899999999856e-07;6.435630000000000517e-02
2.236995899999999931e-07;6.393830000000000346e-02
2.237995900000000006e-07;6.471050000000000413e-02
2.238995899999999816e-07;6.473569999999999325e-02
2.239995899999999891e-07;6.434030000000000304e-02
2.240995899999999966e-07;6.405769999999999520e-02
2.241995900000000042e-07;6.438409999999999966e-02
2.242995899999999852e-07;6.435760000000000092e-02
2.243995899999999927e-07;6.558759999999999590e-02
2.244995900000000002e-07;6.471050000000000413e-02
2.245995899999999813e-07;6.505020000000000246e-02
2.246995899999999888e-07;6.474370000000000125e-02
2.247995899999999963e-07;6.386529999999999985e-02
2.248995900000000038e-07;6.471849999999999825e-02
2.249995899999999849e-07;6.473840000000000150e-02
2.250995899999999924e-07;6.470789999999999875e-02
2.251995899999999999e-07;6.442530000000000479e-02
2.252995899999999809e-07;6.463889999999999914e-02
2.253995899999999884e-07;6.442789999999999628e-02
2.254995899999999959e-07;6.435359999999999692e-02
2.255995900000000035e-07;6.462560000000000526e-02
2.256995899999999845e-07;6.503689999999999471e-02
2.257995899999999920e-07;6.509669999999999346e-02
2.258995899999999995e-07;6.433500000000000330e-02
2.259995899999999806e-07;6.394890000000000296e-02
2.260995899999999881e-07;6.434030000000000304e-02
2.261995899999999956e-07;6.513779999999999570e-02
2.262995900000000031e-07;6.435100000000000542e-02
2.263995899999999842e-07;6.430719999999999492e-02
2.264995899999999917e-07;6.436290000000000067e-02
2.265995899999999992e-07;6.432970000000000355e-02
2.266995899999999802e-07;6.471449999999999425e-02
2.267995899999999877e-07;6.511519999999999808e-02
2.268995899999999952e-07;6.435630000000000517e-02
2.269995900000000028e-07;6.467470000000000163e-02
2.270995900000000103e-07;6.473840000000000150e-02
2.271995899999999913e-07;6.425279999999999880e-02
2.272995899999999988e-07;6.385870000000000435e-02
2.273995899999999799e-07;6.574280000000000401e-02
2.274995899999999874e-07;6.423289999999999556e-02
2.275995899999999949e-07;6.513649999999999995e-02
2.276995900000000024e-07;6.430980000000000030e-02
2.277995900000000099e-07;6.425140000000000018e-02
2.278995899999999910e-07;6.298030000000000295e-02
2.279995899999999985e-07;6.541769999999999530e-02
2.280995899999999795e-07;6.528370000000000006e-02
2.281995899999999870e-07;6.410680000000000545e-02
2.282995899999999946e-07;6.468269999999999575e-02
2.283995900000000021e-07;6.511390000000000233e-02
2.284995900000000096e-07;6.431249999999999467e-02
2.285995899999999906e-07;6.466280000000000638e-02
2.286995899999999981e-07;6.513779999999999570e-02
2.287995899999999792e-07;6.431510000000000005e-02
2.288995899999999867e-07;6.430049999999999655e-02
2.289995899999999942e-07;6.435630000000000517e-02
2.290995900000000017e-07;6.394099999999999784e-02
2.291995900000000092e-07;6.473039999999999350e-02
2.292995899999999903e-07;6.437220000000000442e-02
2.293995899999999978e-07;6.431510000000000005e-02
2.294995899999999788e-07;6.474639999999999562e-02
2.295995899999999863e-07;6.434829999999999717e-02
2.296995899999999939e-07;6.471720000000000250e-02
2.297995900000000014e-07;6.398610000000000408e-02
2.298995900000000089e-07;6.470120000000000038e-02
2.299995899999999899e-07;6.440010000000000179e-02
2.300995899999999974e-07;6.430719999999999492e-02
2.301995899999999785e-07;6.482459999999999611e-02
2.302995899999999860e-07;6.345670000000000477e-02
2.303995899999999935e-07;6.396749999999999658e-02
2.304995900000000010e-07;6.445049999999999391e-02
2.305995900000000085e-07;6.471720000000000250e-02
2.306995899999999896e-07;6.477560000000000262e-02
2.307995899999999971e-07;6.441600000000000104e-02
2.308995899999999781e-07;6.437350000000000017e-02
2.309995899999999856e-07;6.435760000000000092e-02
2.310995899999999932e-07;6.435889999999999667e-02
2.311995900000000007e-07;6.400859999999999883e-02
2.312995900000000082e-07;6.361719999999999875e-02
2.313995899999999892e-07;6.445979999999999766e-02
2.314995899999999967e-07;6.538589999999999680e-02
2.315995899999999778e-07;6.383610000000000673e-02
2.316995899999999853e-07;6.436559999999999504e-02
2.317995899999999928e-07;6.441460000000000241e-02
2.318995900000000003e-07;6.434700000000000142e-02
2.319995900000000078e-07;6.361319999999999475e-02
2.320995899999999889e-07;6.435630000000000517e-02
2.321995899999999964e-07;6.403649999999999620e-02
2.322995900000000039e-07;6.434570000000000567e-02
2.323995899999999849e-07;6.440800000000000691e-02
2.324995899999999925e-07;6.436949999999999616e-02
2.325995900000000000e-07;6.437750000000000417e-02
2.326995900000000075e-07;6.464680000000000426e-02
2.327995899999999885e-07;6.442789999999999628e-02
2.328995899999999960e-07;6.463620000000000476e-02
2.329995900000000035e-07;6.434960000000000679e-02
2.330995899999999846e-07;6.384679999999999522e-02
2.331995899999999921e-07;6.527840000000000031e-02
2.332995899999999996e-07;6.431119999999999892e-02
2.333995900000000071e-07;6.384810000000000485e-02
2.334995899999999882e-07;6.437350000000000017e-02
2.335995899999999957e-07;6.475430000000000075e-02
2.336995900000000032e-07;6.433769999999999767e-02
2.337995899999999842e-07;6.474370000000000125e-02
2.338995899999999918e-07;6.479150000000000187e-02
2.339995899999999993e-07;6.502499999999999947e-02
2.340995900000000068e-07;6.509929999999999883e-02
2.341995899999999878e-07;6.508210000000000384e-02
2.342995899999999953e-07;6.384280000000000510e-02
2.343995900000000029e-07;6.469060000000000088e-02
2.344995899999999839e-07;6.476229999999999487e-02
2.345995899999999914e-07;6.429659999999999542e-02
2.346995899999999989e-07;6.437220000000000442e-02
2.347995900000000064e-07;6.395030000000000159e-02
2.348995899999999875e-07;6.435359999999999692e-02
2.349995899999999950e-07;6.398080000000000434e-02
2.350995900000000025e-07;6.435230000000000117e-02
2.351995899999999835e-07;6.364640000000000575e-02
2.352995899999999911e-07;6.431380000000000430e-02
2.353995899999999986e-07;6.445180000000000353e-02
2.354995900000000061e-07;6.391180000000000472e-02
2.355995899999999871e-07;6.530099999999999794e-02
2.356995899999999946e-07;6.432569999999999955e-02
2.357995900000000022e-07;6.386269999999999447e-02
2.358995899999999832e-07;6.439079999999999804e-02
2.359995899999999907e-07;6.436419999999999642e-02
2.360995899999999982e-07;6.436419999999999642e-02
2.361995900000000057e-07;6.397410000000000596e-02
2.362995899999999868e-07;6.482999999999999874e-02
2.363995899999999943e-07;6.401660000000000683e-02
2.364995900000000018e-07;6.434030000000000304e-02
2.365995899999999828e-07;6.441070000000000129e-02
2.366995899999999904e-07;6.472250000000000225e-02
2.367995899999999979e-07;6.475300000000000500e-02
2.368995900000000054e-07;6.506879999999999609e-02
2.369995899999999864e-07;6.513380000000000558e-02
2.370995899999999939e-07;6.436419999999999642e-02
2.371995900000000015e-07;6.468799999999999550e-02
2.372995899999999825e-07;6.508869999999999933e-02
2.373995899999999900e-07;6.476490000000000025e-02
2.374995899999999975e-07;6.505679999999999796e-02
2.375995900000000050e-07;6.474240000000000550e-02
2.376995899999999861e-07;6.397940000000000571e-02
2.377995899999999936e-07;6.396219999999999684e-02
2.378995900000000011e-07;6.402190000000000658e-02
2.379995899999999821e-07;6.397809999999999608e-02
2.380995899999999897e-07;6.470389999999999475e-02
2.381995899999999972e-07;6.476629999999999887e-02
2.382995900000000047e-07;6.472909999999999775e-02
2.383995899999999857e-07;6.447700000000000653e-02
2.384995900000000197e-07;6.399269999999999958e-02
2.385995899999999743e-07;6.397410000000000596e-02
2.386995899999999818e-07;6.481009999999999549e-02
2.387995899999999893e-07;6.440269999999999329e-02
2.388995899999999968e-07;6.472650000000000625e-02
2.389995900000000043e-07;6.401919999999999833e-02
2.390995900000000118e-07;6.468530000000000113e-02
2.391995899999999664e-07;6.439469999999999916e-02
2.392995899999999739e-07;6.467599999999999738e-02
2.393995899999999814e-07;6.476490000000000025e-02
2.394995899999999890e-07;6.515500000000000458e-02
2.395995899999999965e-07;6.436690000000000467e-02
2.396995900000000040e-07;6.507809999999999984e-02
2.397995900000000115e-07;6.440010000000000179e-02
2.398995900000000190e-07;6.352829999999999588e-02
2.399995899999999736e-07;6.395820000000000671e-02
2.400995899999999811e-07;6.434700000000000142e-02
2.401995899999999886e-07;6.516030000000000433e-02
2.402995899999999961e-07;6.440930000000000266e-02
2.403995900000000036e-07;6.510860000000000258e-02
2.404995900000000112e-07;6.477289999999999437e-02
2.405995900000000187e-07;6.429260000000000530e-02
2.406995899999999732e-07;6.473439999999999750e-02
2.407995899999999808e-07;6.434030000000000304e-02
2.408995899999999883e-07;6.468530000000000113e-02
2.409995899999999958e-07;6.432709999999999817e-02
2.410995900000000033e-07;6.430189999999999517e-02
2.411995900000000108e-07;6.670740000000000003e-02
2.412995900000000183e-07;6.444779999999999953e-02
2.413995899999999729e-07;6.500640000000000585e-02
2.414995899999999804e-07;6.516030000000000433e-02
2.415995899999999879e-07;6.471449999999999425e-02
2.416995899999999954e-07;6.394099999999999784e-02
2.417995900000000029e-07;6.392240000000000422e-02
2.418995900000000105e-07;6.488570000000000448e-02
2.419995900000000180e-07;6.395689999999999709e-02
2.420995899999999725e-07;6.434829999999999717e-02
2.421995899999999801e-07;6.440540000000000154e-02
2.422995899999999876e-07;6.435490000000000654e-02
2.423995899999999951e-07;6.406829999999999470e-02
2.424995900000000026e-07;6.429920000000000080e-02
2.425995900000000101e-07;6.436820000000000042e-02
2.426995900000000176e-07;6.478480000000000349e-02
2.427995899999999722e-07;6.439739999999999354e-02
2.428995899999999797e-07;6.510989999999999833e-02
2.429995899999999872e-07;6.440269999999999329e-02
2.430995899999999947e-07;6.466539999999999788e-02
2.431995900000000022e-07;6.549339999999999329e-02
2.432995900000000098e-07;6.510199999999999321e-02
2.433995900000000173e-07;6.438280000000000391e-02
2.434995899999999718e-07;6.434960000000000679e-02
2.435995899999999794e-07;6.471849999999999825e-02
2.436995899999999869e-07;6.435630000000000517e-02
2.437995899999999944e-07;6.470520000000000438e-02
2.438995900000000019e-07;6.552520000000000566e-02
2.439995900000000094e-07;6.469199999999999950e-02
2.440995900000000169e-07;6.426070000000000393e-02
2.441995899999999715e-07;6.433500000000000330e-02
2.442995899999999790e-07;6.468000000000000138e-02
2.443995899999999865e-07;6.470919999999999450e-02
2.444995899999999940e-07;6.471319999999999850e-02
2.445995900000000015e-07;6.445979999999999766e-02
2.446995900000000091e-07;6.437879999999999991e-02
2.447995900000000166e-07;6.436419999999999642e-02
2.448995899999999711e-07;6.434829999999999717e-02
2.449995899999999787e-07;6.404709999999999570e-02
2.450995899999999862e-07;6.441460000000000241e-02
2.451995899999999937e-07;6.520149999999999557e-02
2.452995900000000012e-07;6.423689999999999956e-02
2.453995900000000087e-07;6.336909999999999765e-02
2.454995900000000162e-07;6.540709999999999580e-02
2.455995899999999708e-07;6.427270000000000205e-02
2.456995899999999783e-07;6.514440000000000508e-02
2.457995899999999858e-07;6.482730000000000437e-02
2.458995899999999933e-07;6.392639999999999434e-02
2.459995900000000008e-07;6.356680000000000663e-02
2.460995900000000084e-07;6.440269999999999329e-02
2.461995900000000159e-07;6.441600000000000104e-02
2.462995899999999704e-07;6.477950000000000375e-02
2.463995899999999780e-07;6.353359999999999563e-02
2.464995899999999855e-07;6.393699999999999384e-02
2.465995899999999930e-07;6.365569999999999562e-02
2.466995900000000005e-07;6.365300000000000125e-02
2.467995900000000080e-07;6.339029999999999665e-02
2.468995900000000155e-07;6.295249999999999457e-02
2.469995899999999701e-07;6.292720000000000258e-02
2.470995899999999776e-07;6.380159999999999998e-02
2.471995899999999851e-07;6.248669999999999919e-02
2.472995899999999926e-07;6.291800000000000170e-02
2.473995900000000001e-07;6.346730000000000427e-02
2.474995900000000077e-07;6.345140000000000502e-02
2.475995900000000152e-07;6.213250000000000023e-02
2.476995899999999697e-07;6.304139999999999744e-02
2.477995899999999773e-07;6.265519999999999423e-02
2.478995899999999848e-07;6.299230000000000107e-02
2.479995899999999923e-07;6.266979999999999773e-02
2.480995899999999998e-07;6.136019999999999669e-02
2.481995900000000073e-07;6.232879999999999671e-02
2.482995900000000148e-07;6.241239999999999982e-02
2.483995899999999694e-07;6.272030000000000660e-02
2.484995899999999769e-07;6.244829999999999826e-02
2.485995899999999844e-07;6.209529999999999911e-02
2.486995899999999919e-07;6.202499999999999680e-02
2.487995899999999994e-07;6.170260000000000328e-02
2.488995900000000070e-07;6.190559999999999813e-02
2.489995900000000145e-07;6.162429999999999991e-02
2.490995899999999690e-07;6.202760000000000218e-02
2.491995899999999766e-07;6.126870000000000233e-02
2.492995899999999841e-07;6.198120000000000018e-02
2.493995899999999916e-07;6.167740000000000028e-02
2.494995899999999991e-07;6.197190000000000337e-02
2.495995900000000066e-07;6.172910000000000202e-02
2.496995900000000141e-07;6.190960000000000213e-02
2.497995900000000216e-07;6.172779999999999934e-02
2.498995899999999762e-07;6.166669999999999791e-02
2.499995899999999837e-07;6.167199999999999765e-02
2.500995899999999912e-07;6.164420000000000316e-02
2.501995899999999987e-07;6.126199999999999701e-02
2.502995900000000063e-07;6.005989999999999940e-02
2.503995900000000138e-07;6.011169999999999708e-02
